id	comment
37	At first I didn't have the challenges on and literally got board in about 10min. But when I turn the challenges on I was all over it like a hawk of a dead animal. So to get to the point BETER THAN MODERN COMBAT 3!!!!!!
527	This app is a must-have for those in the professional world It is a great way to stay 'green' by storing documents rather than printing hard copies The ability to search notes and PDFs makes old-fashioned pen and paper obsolete The integration with Penultimate is pleasing for those who still wish to 'write' rather than type
536	Great app for David Allen's 'Getting Things Done' organizational techniques Syncs with iPhone, iPad and Mac immediately so you always have access to what you need wherever you are    I use this app to keep track of everything from work tasks, household chores, shopping lists and ideas for the future without getting them mixed up  Check out TheSecretWeaponorg for ideas on how to set up your Evernote to stay organized     Great app!!!!
733	Loved this app from jump! Have never had any issues with this app, its been my go to for enhancing  photos and has never let me down! Thanks guys, I love it!
101	This is so cool. I love how many different frequencies there are to listen to.
652	Great for US and abroad planning
93	Great App for Travelers. Highly recommend it!
427	Honestly, it took me some time to get used to using this application - web clipping, photo notes, sharing, etc, but now I find this app to be the 'deal killer' - the one thing that MUST be on every device -   The note scanning is so powerful it can read my scribbles (take notes in a meeting, take pics in evernote, throw them out!)   We are now exploring the business application - sky's the limit
714	Excellent I love it I can pin everything I like and send pictures and quotes to my girlfriend
437	I like the UI improvements with the new version The old UI was hideous and I usually used En via another app like drafts or IFTTT   But the fact that I cannot add recent photos from my album!?!?!!? This is the main function for me of Evernote This must be fixed!
516	I've been using Evernote for 4 years and it just keeps getting better Everything is easy to search and it has always worked flawlessly
350	Easy to use, super fast! Perfect for in a rush ordering!!!
329	Accurate
181	Lots of topics, something for everyone
318	Very detailed
71	Great app for any aviation enthusiast!!
354	This App is like THE BEST THING that's ever happened to me!! I'm the only one of my friends without a phone so pinger has practically saved my social life! This is the best app EVER!!
382	Great pictures
596	Love the ability to post stuff as I do it
636	Have used in US, Ireland and Continental Europe, easy to use good information including location, numbers and web site  Reviews are personal preference but knowing a majority opinion makes selecting places and events easy
383	It has some really cool and interesting tattoos
432	I started to use evernote since high school, but didn't feel that useful Now i am a college student, I use evernote in every life I love the highlight section, but wish there is more color than yellow Moreover, I enjoy the website version as well It is organized and sophistic Thank you for providing this application It is so convenience
51	Pixel for pixel, this scanner does better than an expensive HP printer/scanner. Part of that is the iPhone but the other part is JotNot's software. I use this in my presentations for text off a page. (it doesn't do so well with images though, hence the 4 stars.) taken as a whole, it's money well spent.
340	3 days won't do. I need at least 5 days. Seems user friendly and easy to follow. Perhaps if it added the ingredients--not multiple entries for the some onion, per se.
467	Evernote is now virtually unusable I was simply trying to toggle check marks in my grocery list yesterday, and it would take three or more attempts to acknowledge me, and then suddenly the keyboard would pop up without any reason and the screen and cursor would jump to the bottom of the list When the program did finally acknowledge me, the check marks would be delayed by about 2 seconds each as if it had to stop and sync between every gesture  Do people even test apps before release any more? Who thought 'Oh, yeah, this looks perfect,' should be fired
6	Aside from the occasional glitch, pretty good Awesome graphics, nice sound, just don't expect AC3 or 4 scale naval warfare. The battles are not what I'd call real time, more a cross between real and turn based. Randomly sailing about is also quite pointless due to being able to fast travel almost anywhere. The main missions and races are fun however as they are much less repetitive than battling. There have been a few bugs but the developer seems to be squashing them quite often.
155	This app is a good time. Fun at parties.
106	As a commercial pilot I use this app all the time.  Much better than Weather Channels app.  Best weather app I've found Thanks for such a great product
36	It's a pure joy already having a pic when your friends call and sometimes contacts info from your FB friends that you haven't taken the time out to acquire. Fabulous!
273	Love the app. It's accurate and useful. I hope you guys planed for push notification soon.
447	I love, love, love Evernote! It is the only way I remember anything Their generous monthly allotment of new storage space is incredible!  The new interface seems to have buried things I want most Such as Sync Now and Search Sync seems to be broken regardless  I am also unhappy with the iOS version of Evernote using my location as the default new note title instead of doing it like the desktop version does, using my first sentence   Another new(?) annoyance is Search now ignores which folder you are in Always searching every note in your Evernote history is not efficient If I know a note I am searching for is in a certain folder I should not have to search through search hits from all my other folders Again, working like the desktop version would be better here  Finally, it would be nice if tag searching worked like it does on the web version of Evernote, evaluating the entire tag Not just the first word in the tag  The iOS version is a bit buggy but that may be all iOS 7's fault It is the buggiest iOS I can remember  I'm not mad Just frustrated 2 stars is a reflection on the iOS version, not the Evernote across platforms
53	I think this app works better than using my desktop to use forums. Fast, eat to read, searches well. Wish it had Miniusa and Bike forums... Great for Tacoma World.
172	Something to do while reading the story and a few extra features and it's free.  Good deal.
675	Amazing -) Amazing app  the best way to stay in touch with ur frnd sharw images  videos   Songs  group chat  great aap  works perfectly  CHEERS -)
566	Very helpful for me! Love the reviews for helping me find places when I don't have a guide book with me
642	I'm enjoying it so far hopefully when it's time for me to go out and do stuff ifs worth using!! )
381	Outstanding! Everything u need for ideas in one place. A lot quicker then searching the web, good job fellas!
487	Evernote is my daily Goto app for all of my actions and to dos The file folder UI can be clunky but under the covers this app delivers
621	Used to find lodge in Amazonia, judge restaurant options in London
218	This helps me keep track of all my budgets that I've set up (groceries, gas, rent, etc) and also has tons of graphs that compare my income vs expenses. Very easy to use and it's already helping me save my money.
252	This app is great for road trips. The kids can listen to their music and I can put on headphones and listen to my books.
175	Like the visuals of this app a lot, like how it updates weather as to where you are :)
399	Works well, especially for saving files for offline use
67	Nice app, easy to use, gives just the right amount of relevant info.
606	I like that it gives you more info about the area Like that I get more feedback how is everyone experience And it give more knowledge where and what to do
261	Accurate and easy to use. I highly recommend it.
502	I love Evernote!  The convenience of saving web info, documents from airline itineraries to e-tickets to office documents to photos, etc on my IPad or my computer is wonderful! The fact it works on pc platforms is a real bonus!  Put the info on one device and you have it on all your devices!  Thank you developers!!
512	I would like to say that I do not like the fact that the password has to be reset
275	Very good!
572	Best info on hotels hands down!
730	Best app i use!!! You need no other photo editing apps ever again!!
277	When you need a location this is a simple and good.
732	Perfect I love this app, I have it on all my devices, and use it all the time for fun effects to make the perfect picture
7	Great app Found my Canon MX880 printer.   Worth the money as none of the other free applications worked to my liking.
578	My husband and I always use trip advisor before vacations! So much useful information
657	We use this app whenever we travel or when planning a trip Would be lost without the helpful reviews when deciding on hotels, restaurants and motor coach resorts
199	Love this app. Use at night to go to sleep with.
282	Using for a few days now. Easy to navigate and understand. Love it. Hope it stays free.
136	This is the best app ever it make hilarious videos the fist one a made I posted on facebook and everybody loved it.  It's super easy to easy to use and is the funniest thing ever!!!!!!!!!  Get it now!!
359	Really great app. Helps me keep track of my spending, has great graphing capabilities, auto categorization & an export feature. Extremely well done. I show this app to everyone!
543	When a brain tumor all but wiped out my short-term memory, I found myself struggling in every area of my life-- including work  I am self-employed, and therefore need to be on top of my job at all times  Thank you Evernote!  I'm now regaining some confidence that what I'm doing is right!
35	I take this on the mountain and on the bike trail. Continually improving in surprising ways. Keep up the great work!
376	Works perfect and picks up a ton of stations that are really far.
235	Very easy to use !!!
47	Great for daily readings. I love it.
646	Great app that is very user friendly
709	Addictive! Love saving things to read later and finding so many crafty ideas!!
201	Perfect for storing all the crazy pics you have.
711	Excellent!!!! Love Love Love!!!! I have so many new recipes and design ideas Its so fun to see what friends like and pin also
97	I find that this app does exactly what I wanted it to do- display meaningful data from all the iPhone sensors. Very clear and intuitive interface. It's really the only tool of it's type I need.
304	It's good and easy to use.
712	Love this app This app is fantastic and very user friendly
22	I use this app almost every weekend while exploring back roads and trails by motorcycle. Functionality is excellent while on the road as well as using the data to review later using Google Earth.   I've tried all the GPS tracking apps and this is the one I go back to every time.   I strongly recommend reading the users guide and watching the videos. 10 minutes spent learning the app will really pay off in how much use and function you get out of the app.
468	Probably the beat all around note taking app good for pretty much everything
639	Great app (&amp website) Extremely useful Real life reviews are always better than sales pitch brochures and recommendations I use this a lot, even if I'm not traveling The fun of exploring thru this app creates travel dreams and a great education
140	I added about 150 movies to the app very quickly! Every movie has been in the database.
387	I love having all my photos backed up automatically and not having to keep them on my phone
395	I love the new design for iOS 7
185	Love the app, use it all the time to check shipping activity in Puget Sound. Helpful whether on land or on the water.
461	Absolutely love this app Found out about it from a fellow Southwestair flyer Use it all the time for 'must saves' from twitter &amp the internet Easy to use with folders &amp tags Can keep all of my daily notes &amp thoughts close at hand
1	Urrrrm After my third re installing, it finally has scenery. Before hand, it was just black shapes everywhere. I could not even see the walls. This killed my internet as it is a very big game that takes half an hour to install - if you don't like the game, their is no chance of a refund. Once I finally got the proper game, it is very pretty with smooth graphics, an amazing sound track, and some of the best scenery I've ever seen on my tablet. In the next update, I want to be seeing the right installment first time, a chance of a refund, and free roam! Free roam was the best part of the old games, I would love to have it on my tablet! Thank you ?
190	Great app for viewing weather.
610	This app is great for the novice traveler I just started a new position within my company that requires me to travel and I always refer to Trip Advisor for ratings on hotels and good places to get a hot meal  I STRONGLY recommend this app!
698	Hmmm I love Pinterest!! My app won't allow me to share my pins with Facebook Darn Droids
452	I use evernote for most of my note taking, but now I have to pay 5 dollars a month just for a slightly longer note? Ridiculous!
259	I recently used this app during Hurricane Isaac. This app refreshed faster and was much more reliable than the other two with the big websites. Get it. You may need it when it counts. I did.
151	Graphics are very nice. The game play is amazing, a lot of quick thinking. Plus you get to upgrade constantly. The one thing that bugs me is how short the game is and the way it repeats itself. That being said, I won't get tired of playing for a while.
384	Good way to get an idea for a tat!!:)
188	I have been a P90X client for some time now and love the workout!  With the P90X app I now have the option of taking my workout to the gym or with me when I travel. Plus the nutrition journal makes it easier for me to keep track of what I eat during the day. For me it is a great app! Glad I purchased this app!
15	Just the link needed Perfect solution for my Android / Linux environment. Works well with Tasker.
529	I use my iPad to take notes for business meetings It automatically synchs with my iPhone and laptop
489	I'm loving the organization and ease Evernote brings to my life! It's new reminders feature has been amazing!
194	Great little app to have on phone. Handy for those spur of the moment shopping sprees.  And easy to use to list items also.
368	Getting better.and better. Really like getting quick data.
34	I keep tabs on my brother's flight info,  as he travels for work quite a bit. I'm a worrier by nature, so it's wonderful to be able to see the progress of his flights. I've always been able to pull them up easily & they've always been accurate. Great job!
319	This app made searching very easy, and quick. Get this app
717	Love love love it! I got this app because of my teenage daughter  I am not a computer inclined persone and I was looking for something easy to crop pictures with she assured me picsart would be easy it did take me a while to figure it out (and even longer to find out I could see other pics too) but now I don't send or post pics without using it So much so that now my mother is using it! Love love love picsart!
722	Picsart Awesome photo editor
500	iPhone, Mac, kindle It's always there and once I get the hang of the updates, even better  Thanks!
476	The only app I couldn't live without! Practical, easy to use, beautiful  design  user experience, use it multiple times per day
266	"I just blew $54 to sign up for three months of Weight Watchers because of this ap only to discover that this ap is not nearly as good as the free ap called ""Lose It!"" When my Weight Watchers membership expires, I will continue watching my food intake with Lose It!  Meanwhile, I am monitoring my progress using both aps so the transition will be seemless. So far, I'm finding that Lose It! is much faster and easier to use."
677	Addictive I love to pin the things that interest me and watch as other people enjoy my pinning
214	Simple enough to use and I love the recurring transactions. No more forgetting and figuring out how to balance my checkbook every month. The other reason I got the app is because it can export to Quickbooks although I have not used that feature yet. The reports are great. Would love to be able to have main categories and sub-categories. That's the only thing missing in my opinion to make this a truly robust stand-alone financial management app. Keep up the good work!
499	Ok what don't I use Evernote for? Nothing! I use for everything! Storing contacts, business cards, my son's artwork, recipes, food journals, workout logs, useful documents, receipts, magazine clippings  In this new version I can finally edit notebooks on my phone I'm 99% mobile I love that you can access your notes from anywhere  My husband has the Evernote pen an takes notes during his meetings He looses his notebooks but the pen syncs with Evernote and all his handwritten notes are there Super cool! I also use Evernote Food App (which syncs with Evernote) Awesome!
222	This app is great. Presents challenges for all ages. Quick yet stimulating. Only wish there was another level to play cuz its super addictive.
272	Easy to use to manage my account.
237	Love this site it nails every question I have ever asked.very helpful and resourceful.once I found i could download this app for my phone it made it so much more convienant for us.my family goes by it and we love it!
696	Love it I love, love, love being able to pin things on the run I love being able to access those pins on the run!  If only I could text a pin or the link to friends that aren't pinners yet
583	Love trip advisor I use it every time I'm out of time for restaurants and have never gone wrong I have tried other food apps and they are not even close to being as accurate A plus is the fact they don't mess with rating fast food restaurants Who needs a star rating for a McDonalds, Burger King, etc?  Also very good for finding a good hotel
89	I don't need to bring big gadgets in the field. It works great, it has saved me so many times. Just click and send email or fax.
164	Very nice !!!!!
496	I love the fact that Evernote allows me to sync my notes between each of my devices and computers I use it everyday to keep everything right in front of me I wish the interface a bit different Maybe the option of colored notes?
150	I bought this app for use in a pharmacology course for AODA counseling. I continue to use the app almost daily. Easy to use and more updates available frequently. The author even responded via email when I had a question. Link to full prescribing info is available when more technical info is needed. Especially useful for quick but thorough overviews of drugs are needed. Still very inexpensive when compared to other medical resources. Cheap enough to try it!
43	I enjoy sending verses to my friends on my iPhone
629	I used it to plan ahead my stays for business or pleasure My wife got me into it Nice to used when you are looking for restaurants and or safe places to visits when I'm abroad    I highly recommend to use it when overseas
622	I use this app quite a bit to find restaurants and hotels, both near and far And I contribute quite a bit Definitely worth using!
651	Using it to read up on the places we will be going both before we booked for the reviews, and after booking for tips and tricks Mobile access to the forums is also great
362	I am able to find most of the music I like and I can play anywhere I go...
687	? it! Me and kids adore pinterest They have a lot of room ideas for my girls And help me with ideas for parties and all kinds of gathering and celebrations Also lets me post my crafty side and get more feedback Thanks pinterest! )
232	For simple transfers and just checking up on your account, this app is golden. For anything else, I cannot say either way.
706	Additive!
718	Nice photo editor I can make everything i want on this editor, it depends on how creative you are, very useful
393	Convenient! No more lugging the laptop or losing a thumb drive My files are accessible anytime, anyone, from any of my devices or another's With three full time students in the house the affordable upgrade holds docs, data, music and more! Lots of room available More convenient and more affordable than an external drive
670	GooD App Very user friendly
197	I am truly amazed at how well this app works..the thing that stands out to me the most is the fact that when I am recording my voice for translation, IT ACTUALLY UNDERSTANDS ME!! I have a very deep voice and I have never had any type of software that was able to take what I said and convert it to the correct version..I am very very very pleased with this app..you should get it ??
604	When you search for something and they don't have it in their database the only option you have is to add the place or completely close out and get back in it to go back to the search bar
292	Audiobooks and e books from the library this app is wonderful!
435	Once I learned to use the notebookmultiple tag search I was very pleased with the new update  I use Evernote for my GTD system and primarily work on iPad  The new graphics are great  Thanks for my most used app
56	This app is great. I know people complain about making an account, but it fits my needs and I do not need anything on my computer. Dropbox works great!
69	I have been using this product for 5 days and I love it.  If you are seeking for an app mainly to write school paper, do basic spreadsheet, and reading PDF articles, this is the one.  Of course, you can't compare to iWork apps because they will definitely beat this app in terms of looks and quality (called great marketing).  But if you are a poor student like me, paying student loans, and are seeking for an app mainly to write papers and read docs, I recommend with this one. I have not tried the PowerPoint yet, so I can't say much about it.
60	I have sold and bought many things using Craigslist.
297	I currently own a Ti-89 Titanium that I use quite often. This application has made it so I don't need to carry thy around as much. I have only spent five minutes playing with it but it is going to be amazing.
107	Since signing up I've lost 10 lbs in 2 weeks it's great
303	The first and best app for parking rates at any place. What a life saver. The most useful app.
656	TripAdvisor let's us know how we are doing through our clients candid comments A great way to improve all the time!
392	I love the idea of Dropbox but my cloud does the same thing My videos take a really long time to upload I think it froze ( If the app didn't take up space on my iPad then I would be impressed )
152	Awesome graphics
344	Save a lot of money
44	I love having a new verse pop up every morning. Great for on the go, and if you're looking for a verse pertaining to a certain category whether it be encouragement, patience, etc. Very convenient. And beautiful background pictures.
462	The more I use Evernote, the more ways I find to use it Love the excellent and consistent multi-platform experience and sync
309	Great app, always works and is spot on!
2	Does exactly what it says on the tin Effecient enough to check and respond to my emails
163	I love this app on my phone and iPad, too. It's accurate and easy to add/delete cities. I love the graphics, too
210	A must-have for students, or anyone who wants to improve their word power!
497	The sync process between my phone and computer can be cumbersome
366	Great app to find free stuff
631	I downloaded the city app while I was travelling and was very happy to find that the maps worked even without using data
33	Nice app.. Keep tracks on my flights. Easy :) and on time
541	Great tool to consolidate your notes
147	This is exactly what I was looking for in an iPhone banking/checking app.
643	I found this app pretty helpful overall for finding hotels and reading reviews, however the search feature was a bit limited and didn't allow me to filter by brand name easily This would be a nice feature to add
492	Simple, easy to use note taking app Sometimes not all notes are available when not on wireless network
122	Excellent app, integrates well with Google Reader. A must-have app on all of my iDevices.
42	This app is a fixture in my college studies. Good Reader technology turbo charges my research and puts me ahead of the pack. I couple it with Instapaper, papers, and an air printer app or two and the power is in my hands (and pocket).
638	While visiting in Philippines discovered TA while evaluating lodging choices Then discovered all the related features which included rich info on local eateries and things to see and do Yelp included nothing in the Philippines It's the strong international contribution by the users (like me) that make this App really good It won a place on my home page
453	I am using this to reduce paper clutter in my house So far, so good Notes from the kids' school and organizations get photographed and organized in one notebook Notes for parties in another Ideas for the house are organized too, including pictures from home and garden magazines Love it so far I am a little worried, however, that I need access to the Internet for it Not sure if this will work then
607	I love trip advisor!! Be it reading reviews or writing reviews myself! I'm totally hooked!!! It's spot on!! Love it!
134	I love it now i can make people look fat and it is so easy
244	Syncing is a bit tricky at first, but otherwise wonderful. Reading interface is fab!
421	I use several apps for PDF viewing and one feature that keeps me on the prowl for the holy grail of PDF viewers, is an app that supports PDF markup Being a musician and heavy e-reader, I rely heavily on PDF markup   Dropbox, give us some simple PDF markup abilities, eg, highlight, pen, erase, opacity, and you will put several PDF viewer apps to bed Couple these features with the ability to share a folder of PDFs with other Dropbox users and you've converted me, and countless others, to PDF viewing through Dropbox
205	Very practical, easy, and for all music lovers.
524	I use this app all the time to keep track of notes, recipes, general info, favorite restaurants, etc  I do some organizing up front, but the real benefit is everything is then searchable and available on both my computers, phone and tablet  Excellent and useful!
165	Very helpful in planning my day. Gives hour by hour estimated weather that is just as accurate as any other weather report. Love the graphics behind all of the information. It mostly follows the weather that is expected for the hour which adds a lot of visual interest.
156	Outstanding!  You will enjoy listening to podcats on this app!
504	There is always room for improvement but this app has replaced no less than 3 other apps, and now with reminders it is my go-to application for pretty much anything task or project related
439	I use EN constantly through the day for various productivity tasks It performs well and all my devices are always in sync, so my files and notes are always handy No crashes or complaints with the new design It just works and I love it
324	No matter where I travel, it's very accurate to use.
491	I love that I can have post it notes without the post its Love that I can take picture notes and get a memory jog just by looking at the 'post it' Good app I'll upgrade when I use up all the space )
700	Great app for building a wardrobe Used Pinterest to create a capsule wardrobe Excellent app
148	I have already submitted a review when I first downloaded stating That this App is the best. Well, yesterday it proved itself. I have a health condition and yesterday I had to go to the hospital. I just emailed myself my list, printed it and was able to give it to doctor. Even the Nurses and Doctors were impressed.   There is one thing, however, that I think would make this App even better. Add a COMMENT Area so you can write comments regarding yourself or the medications or whatever.
269	This is such an awesome app to use if you want to communicate in a fun way!! I recommend this app to you ????
8	I  like using this application for my embroidery business. Enjoy using this application for my business.
519	I am enjoying this app and how I can place items that I want to review at a later time    I use it to save recipes or articles of interest to read at a later time
458	Easy camera function allows for adding recipes right to notebook Separate notebooks make keeping all pieces of a project together regardless of media Used it for remodeling projects, and it's where I keep my collection of recipes, regardless of initial source Have used it for about a year and unlike other apps, I'm still using it
625	I've been using this app to plan and manage an overseas trip It has Ben great so far withstand couple of minor issues When left running in the background on some modes, I think it keeps location services on which seems to be draining my battery faster than usual I'm not sure if it is that, or in just using it more than normal It'd be great if there was a way to see my 'saves' sorted by distance as well as a way to mark them as seen Finally, when I'm using this while traveling, I really don't want to use international roaming to upload a review, but remind me later waits about 5 minutes and them pesters me again, so a star off for that
10	Works I needed a app that allowed me to print to my house using my wifi. This app worked perfectly and easy to setup. Make sure you share your printer if using a home network and an install all the drivers for that printer. If not may have issues.
586	I have used this for vacations to Paris, Miami, and Cape Cod  Always find fun things to do and good food
334	Finally. A secure place for my private photos. No more worrying about things being accidentally seen. Buy this.
585	We really enjoy this app while traveling When you're on the road and you're ready to stop to eat, this is a great app to find a good place We have found some really good places to eat that we would not have known about Having a map to get you there also helps     One small issue I have is that when you ask what's near you, or when you use a filter, not everything shows up  An example is that I was trying to find info on a brew pub near our motel  It didn't show up on the map and when I asked for pubs near my current location it didn't show up in the search  But, when I searched by name, there was the pub and reviews
209	This is a very useful tool when posting animal that I have up for adoption!
544	I love the do-anything note capabilities text, inline photos, audio files, web-clips (which I have yet to become proficient with, but will)!    The cross-platform access to your notes on the cloud is brilliant and a HUGE time saver!    This app, combined with the inexpensive bluetooth keyboard that I bought recently have given me a power mobile information gathering and organizing capability
18	You're probably thinking why pay when you can get something similar for free...I thought the same thing and finally ponied up (do you really spend *that* much more/less on a cup of coffee?) and the value it's added on a daily basis is invaluable. Time tables are pretty accurate, but what I love are the service advisories that constantly change every weekend and the neighborhoods maps, not to mention the last minute emergencies on lines due to a water main break or police incident or what have you. Better to plan your trip to avoid a certain line rather than find out at the station when yellow tape is blocking your way, and you have to walk a half mile to catch another line and find out the same thing before saying SOD it and catching a cab. Has saved me so much in time.
420	This was a long wait, very glad to have this feature!
270	Great for uploading receipts on the go. Easier than reconciling on the computer.
82	I love This app honestly I don't care if there are mistakes in some stories it's normal. This is app is great! Download now! It's worth 99 cents.
538	Love it Haven't gotten too much in place yet, but already I've come to depend on this Few things to make it 'The One' for my organizing heart, in the most drool-inducing order 1 Ability to swipe through notes, like flipping pages in a books 2 Sub-foldersnotebook 3 Ability to highlight (re-positionable sticky notes are a dream) 4 Colors! I get cross-eyed hunting through a long list of same  colored notebooks The ability to sort and organize by color would be wonderful I'd know exactly what section to go to rather quickly  This has let me collect my notes from my Palm, Blackberry, iPhone, PCwherever, and put them in one place I feel so un-scattered Amazing how much information we and Evernote can hold
336	Great app especially for fantasy news. One of the great sources i use to get info first. Only thing is freezes for a min when you are scrolling on a article.
119	I actually believe this app is totally awesome in helping me prepare for my boards. However, just as the muscle name is given in audio; I wish there was an option hearing all the muscles info in audio. For me, retaining info comes better in audio, activities, and constant quizzing.
575	Extremely helpful in France We only went to restaurants rated by TA
438	I like the concept and automation using the subject line
92	My son loves this game it gave him a different prospective on addition and subtract which helped him grasp the concept. He loves earning money and buying the stickers. He had totally improved in school.
725	Amazing!! ive been using for almost 1yr!!!!!! OmgYou can do so much on this app One of the best photo editor! Love it OMG I just updated it its Heaven!!!!!!! Film Is the best omgg!!!
358	This app was easy to use. I'm so glad I found it!
576	Reviews are great but Tilripadvisor reads them first They review photos too I have a negative review and they wouldn't post the photos Something about the photos not being clear! Bullsh$t!  They were mint and I even had my BF take photos and give them to me  Ridiculous!  Speaking the truth is a problem for them I had undercooked chicken and they didn't want to post that I could've been sick If they prefer to alter reviews then why bother!!
133	This is probably the app I am the most thankful for on my iPhone -- perhaps second to Omnifocus. Thanks to this app and the care given it by its development team, my wife and I are finally budget -- not account. The account balance is servant to the budget and how we have planned to spend our income.   If you are moving from something like Quicken, then there is a bit of a learning curve. The YNAB website is there with excellent video tutorials to help you work through questions and situations. Awesome resource.   Looking forward to iCloud sync and the possibilities it presents. Again, great app.
713	Excellent site You can't go wrong here! However, don't join if you don't have a few hours each day to kill Highly addictive!
124	Love app easy to use
691	Amazing I love that I can even upload my own personal photos and have them as a pin!!
591	I'm planning a trip to Italy for myself and several friends and the information and reviews on trip advisor have been invaluable  How else would I know about cooking classes in Cortona? Or about which tours in Rome, Florence and Venice are the best value?
245	Great app!!! Helps me organize  The only suggestion I would have to to add a tab under HOMEWORK to organize by what date my assignments r due..   Otherwise it's an AMAZING APP!
195	This is a great app. I've used ODB on my iPod Touch and then my iPhone before I got an iPad 2. Each version is more refined. I like the way that the app remembers my choice of Bible version (currently 'The Message') when I tap on the Scripture for the day. This isn't the case with the iPhone app. One always has to change the version from the default.  There are a couple formatting issue suggestions:  1. The poem at the bottom of the page is almost never formatted like the online website. It would be nice if the lines were stacked and not simply strung out in a row. 2. One of the things I've always enjoyed are the cover photos. The cover for the current month shows in the upper righthand corner, but there is no way to enlarge it. One would think that a simple double-tap could bring up the cover art full screen? 3. When traveling I don't always have a wifi link, so having issues cached is nice. In those instances I simply use my Bible app (or print version) to get the Scripture for the day. I don't expect (or want) ODB to cache the Scripture from Biblegateway.com on my device, but it would be nice if there was a way in the app set-up to direct the ODB app to my Olivetree app onboard for the Scripture of the day. May be too difficult for what is already an elegant app.  Keep up the good work!
390	That moment I figured out I could transfer photos from my iPhone to laptop faster via dropbox than plugging my phone into the USB port
580	I always read all the reviews while we are traveling on the road My husband and I crisscross the country every summer and I am the navigator I find most reviewers to be honest if you read all of them or at least half, you can get a pretty good opinion Many times I didn't pay attention to a negative review because I thought they had some sort of personal problem and was sorry afterwards Trip advisor is a good opinion to take into account when you are traveling in a new place and have no idea where to go
534	I use this app more than any of the others, regardless of category I love the ability to sync on all of my computers so I am always up to speed
88	Someecards are super funny! They're a great way to give someone a good laugh. Sometimes I just like to look through them because they're fun to read.
236	Very detailed gps even tracks laps at my local park
211	It guesses is every time! Got all of one direction even Cher Lloyd! I love this app??????
663	I like it It is that best way to chat every  one
