id,appTitle,userName,date,score,text,fileDate,fileCategories,contentRating,appId,reviewId,processed_text,label_UE,label_BR,label_FR,label_R
748742,ClassDojo,Tatum Tinnel,05-Dec-18,4,Great source of communication_ôïë,2019-03-24,EDUCATION,Everyone,com.classdojo.android,1248077,Great source of communication,0,0,0,1
174840,CVS/pharmacy,Dana,28-Feb-19,1,trying to pull up card. sick buying cold med n it forces me to update app.no option for later,2019-03-24,FITNESS,Everyone,com.cvs.launchers.cvs,247933,trying to pull up card. sick buying cold med n it forces me to update app.no option for later,1,0,0,0
580950,"iHeartRadio - Free Music, Radio & Podcasts",Tim Dodge,02-Apr-19,1,"STOP WITH THE PURCHASE SPLASH SCREEN!!! I'm getting so tired of the iHeart app trying to upgrade to the paid for version... IT'S NOT HAPPENING! __________________________________________ Make sure your play store settings require verification EVERY time for any purchase. __________________________________________ This APP tries to jump to the purchase option every time it's opened. Over 100 times now I have told this app NO, but it won't stop.",2019-04-21,AUDIO,Teen,com.clearchannel.iheartradio.controller,992963,"STOP WITH THE PURCHASE SPLASH SCREEN!!! I'm getting so tired of the iHeart app trying to upgrade to the paid for version... IT'S NOT HAPPENING! Make sure your play store settings require verification EVERY time for any purchase. This APP tries to jump to the purchase option every time it's opened. Over 100 times now I have told this app NO, but it won't stop.",1,0,1,0
1068956,WildCraft: Animal Sim Online 3D,A Google User,16-Jan-19,5,this is very very super good game,2019-04-07,FAMILY,Everyone 10+,com.turborocketgames.wildcraft,1765187,this is very very super good game,0,0,0,1
457978,"Hulu: Stream TV, Movies & more",Jason,11-Apr-19,1,"Absolute trash. I've been a member for a little over a year and the best it can do %90+ of the time is 480p. We have a 400 Mbps connection, no other devices using the account, nothing hogging bandwidth in the bkg. Hulu is the only app doing this too. I also had to dl this on mobile because there's no way to review an app on Android TV. It's too bad I can't post screenshots of the atrocious picture quality I'm always getting.",2019-04-21,ENTERTAINMENT,Teen,com.hulu.plus,788441,"Absolute trash. I've been a member for a little over a year and the best it can do %90+ of the time is 480p. We have a 400 Mbps connection, no other devices using the account, nothing hogging bandwidth in the bkg. Hulu is the only app doing this too. I also had to dl this on mobile because there's no way to review an app on Android TV. It's too bad I can't post screenshots of the atrocious picture quality I'm always getting.",1,0,0,1
111651,Fitbit,Jim Amick,09-Apr-19,5,App is great!,2019-04-21,FITNESS,Everyone,com.fitbit.FitbitMobile,156606,App is great!,0,0,0,1
368698,Ms.Sibyl - See Future Me,KvsK #7,11-Mar-19,5,this made me see how i look when im old,2019-03-13,LIFESTYLE,Everyone,com.ghost.sibyl,617411,this made me see how i look when im old,0,0,0,1
201364,Ball Mayhem!,Christopher Gilbert,05-Mar-19,5,because you can be a super player,2019-04-01,ACTION,Everyone,com.clement.ballmayhem,295756,because you can be a super player,0,0,0,1
826496,Quizlet: Learn Languages & Vocab with Flashcards,Rolanda Smith,02-Feb-19,5,Really helping me prep for CPACE,2019-04-21,EDUCATION,Everyone,com.quizlet.quizletandroid,1364503,Really helping me prep for CPACE,0,0,0,1
190176,Helix Jump,,04-Mar-19,3,soft to play,2019-03-08,ACTION,Everyone,com.h8games.helixjump,273766,soft to play,0,0,0,1
24540,Sweatcoin Pays You To Get Fit,Damien dagamer,28-Mar-19,3,you can't use what you earn on Amazon or PayPal,2019-04-01,FITNESS,Everyone,in.sweatco.app,30074,you can't use what you earn on Amazon or PayPal,0,0,1,0
341013,Google Home,Arijit Modak,22-Feb-19,1,"Evry minute the divice is getting disconnected, this wasnt before, plz resolve the matter",2019-04-07,LIFESTYLE,Everyone,com.google.android.apps.chromecast.app,570789,"Evry minute the divice is getting disconnected, this wasnt before, plz resolve the matter",0,1,0,0
129299,Headspace: Meditation & Sleep,A Google User,13-Mar-19,1,"This app was so ridiculously over price, that i simply cannit afford it. The first three introductions weren't very good. every now and then, the teacher would lose focus and talk about some random fact about what famous people said about meditating. its like, um... NO! I want to MEDITATE, not write a school report on it_ôÖ__ôÖæ_ôÖæ_ôÖæ",2019-04-14,FITNESS,Everyone,com.getsomeheadspace.android,178219,"This app was so ridiculously over price, that i simply cannit afford it. The first three introductions weren't very good. every now and then, the teacher would lose focus and talk about some random fact about what famous people said about meditating. its like, um... NO! I want to MEDITATE, not write a school report on it",1,0,0,1
517484,Amazon Prime Video,Shyam Raj,11-Apr-19,5,yes it was amazing. all the films are in X ray. I like that condition. this was also useful for buying things. I like the payment due that is 129 RS per month. we can experience so many movies. all the movies are in HD I like this.,2019-04-14,ENTERTAINMENT,Teen,com.amazon.avod.thirdpartyclient,886526,yes it was amazing. all the films are in X ray. I like that condition. this was also useful for buying things. I like the payment due that is 129 RS per month. we can experience so many movies. all the movies are in HD I like this.,1,0,0,1
327233,Family Locator - GPS Tracker,Chelsea Peterson,13-Mar-19,5,Great app! Unpaid version is pretty basic but serves all the purposes I require.,2019-03-13,LIFESTYLE,Everyone,com.life360.android.safetymapd,549306,Great app! Unpaid version is pretty basic but serves all the purposes I require.,0,0,0,1
200883,Ball Mayhem!,coolmanman29 richardson,03-Mar-19,3,it is a great game just too many ads like I can't play a game without seeing one,2019-04-01,ACTION,Everyone,com.clement.ballmayhem,295012,it is a great game just too many ads like I can't play a game without seeing one,0,0,0,1
63168,Lose Belly Fat in 30 Days - Flat Stomach,A Google User,17-Feb-19,4,have not tried it but im willing to,2019-04-07,FITNESS,Everyone,losebellyfat.flatstomach.absworkout.fatburning,89946,have not tried it but im willing to,0,0,0,1
63888,Lose Belly Fat in 30 Days - Flat Stomach,Sydnee Harms,22-Feb-19,5,Super easy to use and follow!,2019-04-07,FITNESS,Everyone,losebellyfat.flatstomach.absworkout.fatburning,91106,Super easy to use and follow!,0,0,0,1
594078,Amazon Alexa,Renee Newman,13-Feb-19,1,"The UI is not laid out in a way that is intuitive, much like Alexa herself. You have to think creatively and ask your questions 4 different ways in order to find things. Finding podcasts should be much easier and have some ability to make a playlist. The search function in general is terrible and often causes the app to crash.",2019-04-14,AUDIO,Everyone,com.amazon.dee.app,1011081,"The UI is not laid out in a way that is intuitive, much like Alexa herself. You have to think creatively and ask your questions 4 different ways in order to find things. Finding podcasts should be much easier and have some ability to make a playlist. The search function in general is terrible and often causes the app to crash.",0,0,1,0
588321,Amazon Alexa,,02-Mar-19,5,"Best app ever, I got my new alexa and this helped a bunch!",2019-03-24,AUDIO,Everyone,com.amazon.dee.app,1003408,"Best app ever, I got my new alexa and this helped a bunch!",0,0,0,1
406135,"Notepad - Notes with Reminder, ToDo, Sticky notes",earl matthews,30-Jan-19,5,The option are amazing!,2019-04-21,LIFESTYLE,Everyone,notes.notebook.memo.pad.color.notepad.locker,686431,The option are amazing!,0,0,0,1
536868,YouTube Music - Stream Songs & Music Videos,satya giri,02-Apr-19,2,"background play is not available in free version,its better to use normal youtube instead of installing it.",2019-04-14,AUDIO,Teen,com.google.android.apps.youtube.music,917665,"background play is not available in free version,its better to use normal youtube instead of installing it.",0,0,1,0
189926,Helix Jump,Methul Atapattu Arachchi,07-Mar-19,5,Bunnings and simulator server your one,2019-03-08,ACTION,Everyone,com.h8games.helixjump,273271,Bunnings and simulator server your one,0,0,0,1
459893,"Hulu: Stream TV, Movies & more",Lacey Lambert,19-Mar-19,2,"I do not like the new update as of 3/19/19. We are a strictly Hulu Live family. It has changed the shows we see to their line up (shows they are pushing) versus our previous lineup (shows we watch on a regular basis). We miss shows we would normally watch but we haven't added to ''my stuff '. Since we do not have cable, this has been a detrimental change for us.",2019-04-21,ENTERTAINMENT,Teen,com.hulu.plus,791306,"I do not like the new update as of 3/19/19. We are a strictly Hulu Live family. It has changed the shows we see to their line up (shows they are pushing) versus our previous lineup (shows we watch on a regular basis). We miss shows we would normally watch but we haven't added to ''my stuff '. Since we do not have cable, this has been a detrimental change for us.",1,0,1,1
113544,Fitbit,John G. Sandgren,10-Apr-19,1,"Might as well be a charm bracelet. The app keeps telling me my password is incorrect but I can log in on my computer with it. Tried restarting my phone, password, uninstalling then reinstalling the app and I still can't get logged in on my phone. It was working well until the last update but now it's kinda useless and customer support is even more useless. I'll revise if they can get it working again but otherwise I'm demanding my money back and going with one of their many competitors.",2019-04-21,FITNESS,Everyone,com.fitbit.FitbitMobile,159136,"Might as well be a charm bracelet. The app keeps telling me my password is incorrect but I can log in on my computer with it. Tried restarting my phone, password, uninstalling then reinstalling the app and I still can't get logged in on my phone. It was working well until the last update but now it's kinda useless and customer support is even more useless. I'll revise if they can get it working again but otherwise I'm demanding my money back and going with one of their many competitors.",0,1,0,1
891765,Cash App,Margaret Wingfield,19-Feb-19,4,so far ok. my 1st time using,2019-03-08,FINANCE,Everyone,com.squareup.cash,1467503,so far ok. my 1st time using,0,0,0,1
244900,PUBG MOBILE,A Google User,01-Apr-19,1,It was trash can never load into the game so if u try it be ready because it might not let u play the game if they fix it this qhould be better but until then im never geting it again,2019-04-01,ACTION,Teen,com.tencent.ig,372674,It was trash can never load into the game so if u try it be ready because it might not let u play the game if they fix it this qhould be better but until then im never geting it again,0,1,0,1
447402,"Hulu: Stream TV, Movies & more",Mari Tarasovich,27-Mar-19,4,so far i am really enjoying this app. only thing i think could be improved is the kids tv section. lots of thr oddball shows not a lot of the ones my little grandson likes I,2019-04-07,ENTERTAINMENT,Teen,com.hulu.plus,773328,so far i am really enjoying this app. only thing i think could be improved is the kids tv section. lots of thr oddball shows not a lot of the ones my little grandson likes I,0,0,1,1
118145,Headspace: Meditation & Sleep,Deepankar Yadav,21-Nov-18,1,"It's a crap thing.... Only to make money. Better spend time with family ... You'll feel happy, supported and all above you'll be satisfied.",2019-03-24,FITNESS,Everyone,com.getsomeheadspace.android,164748,"It's a crap thing.... Only to make money. Better spend time with family ... You'll feel happy, supported and all above you'll be satisfied.",0,0,0,1
42318,Samsung Health,S.R.Gowtham Mariappa,26-Mar-19,5,great app for counting steps everyday. set a target of 10k per day and saw the difference in my physic. helps me keep my weight in check!,2019-04-01,FITNESS,Everyone,com.sec.android.app.shealth,55735,great app for counting steps everyday. set a target of 10k per day and saw the difference in my physic. helps me keep my weight in check!,1,0,0,1
222918,Tomb of the Mask,Victoria Montgomery,24-Mar-19,5,this is fun weeee dont die by leah,2019-04-07,ACTION,Everyone,com.playgendary.tom,331254,this is fun weeee dont die by leah,0,0,0,1
897261,Cash App,Aubrey Petsche,10-Apr-19,5,Best customer service ever in an app. 10/10 recommend,2019-04-21,FINANCE,Everyone,com.squareup.cash,1475672,Best customer service ever in an app. 10/10 recommend,0,0,0,1
507812,Roku,Mark Drelinger,17-Mar-19,5,even better than the traditional remote,2019-04-21,ENTERTAINMENT,Teen,com.roku.remote,868037,even better than the traditional remote,0,0,0,1
667632,Photomath,,26-Feb-19,5,Great app! Absolute must at colleague,2019-03-08,EDUCATION,Everyone,com.microblink.photomath,1130389,Great app! Absolute must at colleague,0,0,0,1
1052242,Minion Rush: Despicable Me Official Game,A Google User,01-Mar-19,5,I love it and my brother love it so so so much,2019-04-01,FAMILY,Everyone 10+,com.gameloft.android.ANMP.GloftDMHM,1735553,I love it and my brother love it so so so much,0,0,0,1
535016,YouTube Music - Stream Songs & Music Videos,Jason Rudey,25-Jan-19,1,Update the change log,2019-03-09,AUDIO,Teen,com.google.android.apps.youtube.music,915099,Update the change log,0,0,1,0
953201,Zelle,Jen Atkinson,20-Sep-18,4,The only thing that seems to be an issue is I cant always send or receive money from people who already has zelle. I get a message stating that they don't _ô_î,2019-04-07,FINANCE,Everyone,com.zellepay.zelle,1563929,The only thing that seems to be an issue is I cant always send or receive money from people who already has zelle. I get a message stating that they don't ,0,1,0,0
836172,Kahoot!,A Google User,06-Nov-18,5,It is awsome,2019-04-07,EDUCATION,Everyone,no.mobitroll.kahoot.android,1382402,It is awsome,0,0,0,1
99055,Fitbit,,20-Mar-19,5,It is great,2019-03-24,FITNESS,Everyone,com.fitbit.FitbitMobile,139968,It is great,0,0,0,1
231054,Snowball.io,A Google User,29-Mar-19,5,it's a relay good game,2019-04-01,ACTION,Everyone,com.geishatokyo.snowballio,344776,it's a relay good game,0,0,0,1
476918,STARZ,dwight daniel,13-Mar-19,5,I love all the movies even the new ones that come out stars is one of the best shows that can be on TV and on your cell phone,2019-04-01,ENTERTAINMENT,Mature 17+,com.bydeluxe.d3.android.program.starz,818656,I love all the movies even the new ones that come out stars is one of the best shows that can be on TV and on your cell phone,0,0,0,1
686490,Remind: School Communication,Gerald Lugo,17-Jan-19,5,works great for groups,2019-03-08,EDUCATION,Everyone,com.remind101,1160329,works great for groups,0,0,0,1
508509,Roku,Juan Garcia,14-Apr-19,5,easy to use,2019-04-21,ENTERTAINMENT,Teen,com.roku.remote,869151,easy to use,0,0,0,1
875472,IRS2Go,A Google User,06-Aug-16,5,It actually works very well. I use it each year.,2019-04-14,FINANCE,Everyone,gov.irs,1444131,It actually works very well. I use it each year.,0,0,0,1
654148,SoundCloud - Music & Audio,Andrej Romic,29-Mar-19,4,"I only use it on a desktop but I have experience with the app, enjoyable. I love the underground supporting movement",2019-04-01,AUDIO,Teen,com.soundcloud.android,1102462,"I only use it on a desktop but I have experience with the app, enjoyable. I love the underground supporting movement",1,0,0,1
734916,Duolingo: Learn Languages Free,P!nk Baeby,18-Apr-19,5,Yayäó_ the duolingo bird didn't kill me!,2019-04-21,FAMILY,Everyone,com.duolingo,1226437,Yay the duolingo bird didn't kill me!,0,0,0,1
560867,Pandora Music,Dorothy Baldwin,28-Mar-19,5,to many advertisement but i like the music but not the comercul.,2019-04-07,AUDIO,Teen,com.pandora.android,956480,to many advertisement but i like the music but not the comercul.,0,0,0,1
1091586,Toca Kitchen 2,Barbara Harris,20-Mar-19,1,this game is boring to the beginning to the end,2019-04-14,FAMILY,Everyone,com.tocaboca.tocakitchen2,1795781,this game is boring to the beginning to the end,0,0,0,1
609260,Amazon Music,Key W,07-Mar-19,5,great. love it,2019-03-09,AUDIO,Teen,com.amazon.mp3,1034731,great. love it,0,0,0,1
916998,Credit Karma,Genesis Gomes,01-Apr-19,5,if you are trying to fix your credit. this is the way you could it instead of paying a company to do it for yourself.,2019-04-01,FINANCE,Everyone,com.creditkarma.mobile,1509213,if you are trying to fix your credit. this is the way you could it instead of paying a company to do it for yourself.,0,0,0,1
375302,FaceApp,Dany Tech,24-Feb-19,5,i give it 5 stars ä_ ..because this app deserve it,2019-04-01,LIFESTYLE,Everyone,io.faceapp,629693,i give it 5 stars  ..because this app deserve it,0,0,0,1
991691,Fresh EBT - Food Stamp Balance,Brats Resnick,31-Dec-18,5,"This is the best app ever. It was about time an app was created just for this reason. It cuts out the phone time and the remembering the password and having to look for your card everytime you need the balance or some kind of information that you can now refer to on this app. As long as you don't need to speak to anyone, all your info is on your phone. Thank you to whoever FINALLY thought of this. WAY OVER DUE!!!!",2019-03-24,FINANCE,Everyone,com.propel.ebenefits,1620786,"This is the best app ever. It was about time an app was created just for this reason. It cuts out the phone time and the remembering the password and having to look for your card everytime you need the balance or some kind of information that you can now refer to on this app. As long as you don't need to speak to anyone, all your info is on your phone. Thank you to whoever FINALLY thought of this. WAY OVER DUE!!!!",1,0,0,1
835757,Kahoot!,roluk 22d j.r.,21-Oct-18,5,Its amazing you get to make your own questions it's like making your own YouTube video,2019-04-07,EDUCATION,Everyone,no.mobitroll.kahoot.android,1381672,Its amazing you get to make your own questions it's like making your own YouTube video,0,0,0,1
300202,Sniper 3D Gun Shooter: Free Elite Shooting Games,rao Kumar,04-Apr-19,5,nice game and intresting,2019-04-07,ACTION,Mature 17+,com.fungames.sniper3d,498591,nice game and intresting,0,0,0,1
766899,ABCmouse.com,Lisa Metzger,30-Jun-18,1,The app won't even open.,2019-03-24,EDUCATION,Everyone,mobi.abcmouse.academy_goo,1274858,The app won't even open.,0,1,0,0
17138,"Calm - Meditate, Sleep, Relax",A Google User,21-Mar-19,1,"Very deceptive, not free at all. Please be honest and move to the section for apps that need to be paid for",2019-04-14,FITNESS,Everyone,com.calm.android,20519,"Very deceptive, not free at all. Please be honest and move to the section for apps that need to be paid for",0,0,1,1
664316,SoundCloud - Music & Audio,lishatho wame matlhabaphiri,14-Apr-19,4,This is a really good app despite that most songs are short.Other than that its performance its fine,2019-04-21,AUDIO,Teen,com.soundcloud.android,1124301,This is a really good app despite that most songs are short.Other than that its performance its fine,0,0,1,1
1003794,Tag with Ryan,Mohammed Fouad,16-Feb-19,1,this game is trash im blocking it on this ipad,2019-04-07,FAMILY,Everyone,com.WildWorks.RyansTag,1641299,this game is trash im blocking it on this ipad,0,0,0,1
559099,Pandora Music,A Google User,27-Mar-19,5,my favorite music stations,2019-04-01,AUDIO,Teen,com.pandora.android,953356,my favorite music stations,0,0,0,1
88301,Calorie Counter - MyFitnessPal,Bran Cooper,14-Apr-19,5,accurate and awesome,2019-04-14,FITNESS,Everyone,com.myfitnesspal.android,125927,accurate and awesome,0,0,0,1
392222,Horoscope Prediction - Zodiac Signs Astrology,,28-Feb-19,1,to many ads freezes your phone i wouldnt recommend,2019-03-24,LIFESTYLE,Everyone,com.horoscope.astrology.crystalball.predict,660161,to many ads freezes your phone i wouldnt recommend,0,1,0,1
131968,Headspace: Meditation & Sleep,Felix Schulz,06-Jan-19,1,Even big players like Netflix or Spotify don't call monthly prices that high. And they offer muuuch more content. That's simply impudent!,2019-04-14,FITNESS,Everyone,com.getsomeheadspace.android,181409,Even big players like Netflix or Spotify don't call monthly prices that high. And they offer muuuch more content. That's simply impudent!,0,0,1,1
126538,Headspace: Meditation & Sleep,Alien 1377,20-Nov-18,5,"I had my fist session, Perfectly the best i suggest it to anybody",2019-03-16,FITNESS,Everyone,com.getsomeheadspace.android,174844,"I had my fist session, Perfectly the best i suggest it to anybody",0,0,0,1
14825,"Calm - Meditate, Sleep, Relax",_¢_Áã‰ãëã___Á _„_Á__ãÊ_µ___Á,27-Dec-18,5,"I love this app! The guidance's amazing and just hits the spot. I've downloaded it to learn how to manage anxiety, but I've found so much more! I'm meditating several times a day now, and don't even have to push myself towards it, because it's a pleasure. I only wish I could save whole collections into favourites, and also it'd be great if in every collection it'd show which tracks I've already listened to, like in ""7 days of ..."", save for those with one topic but different durations.",2019-03-16,FITNESS,Everyone,com.calm.android,17709,"I love this app! The guidance's amazing and just hits the spot. I've downloaded it to learn how to manage anxiety, but I've found so much more! I'm meditating several times a day now, and don't even have to push myself towards it, because it's a pleasure. I only wish I could save whole collections into favourites, and also it'd be great if in every collection it'd show which tracks I've already listened to, like in ""7 days of ..."", save for those with one topic but different durations.",1,0,0,1
561179,Pandora Music,A Google User,01-Apr-19,5,it is realy good and i like the way it gose by the music you choose in the order you got them,2019-04-07,AUDIO,Teen,com.pandora.android,957068,it is realy good and i like the way it gose by the music you choose in the order you got them,0,0,0,1
699589,Remind: School Communication,Jonathan Graham,15-Mar-19,4,I like that I can talk to the teacher and she responds pretty quickly. It's like texting with a quick response.,2019-04-21,EDUCATION,Everyone,com.remind101,1177568,I like that I can talk to the teacher and she responds pretty quickly. It's like texting with a quick response.,0,0,0,1
498931,Roku,Kim Harkins,24-Mar-19,5,"We ALL KNOW Most Apps Suck... BUT (!!!) Not This One !!! I Love the Convenience, I can Use my Phone ( app) to work the Roku Device and Look up Stuff on All my Channels. + Cast All my music, Videos Pictures and Personal Vids. off my phone To My T.V.!!! Love It !!",2019-03-24,ENTERTAINMENT,Teen,com.roku.remote,854033,"We ALL KNOW Most Apps Suck... BUT (!!!) Not This One !!! I Love the Convenience, I can Use my Phone ( app) to work the Roku Device and Look up Stuff on All my Channels. + Cast All my music, Videos Pictures and Personal Vids. off my phone To My T.V.!!! Love It !!",1,0,0,1
540740,YouTube Music - Stream Songs & Music Videos,Colleen Leisz,19-Apr-19,4,Change isn't necessarily a good thing. Unfortunately red was simply and easier.,2019-04-21,AUDIO,Teen,com.google.android.apps.youtube.music,923493,Change isn't necessarily a good thing. Unfortunately red was simply and easier.,0,0,0,1
662204,SoundCloud - Music & Audio,Unique Jones,13-Apr-19,5,it has all my favorite songs.,2019-04-14,AUDIO,Teen,com.soundcloud.android,1119746,it has all my favorite songs.,0,0,0,1
733398,Duolingo: Learn Languages Free,Stacey Hicklin,17-Apr-19,5,love this! better than a mindless game.,2019-04-21,FAMILY,Everyone,com.duolingo,1224354,love this! better than a mindless game.,0,0,0,1
1113703,Pixel Art: Color by Number,A Google User,31-Mar-19,5,"I really love this app. I play it every day. But over time I noticed that it uses a lot of battery. Please fix that somehow?_ôÖ‹ Also, please consider that not everyone lives in the northern hemisphere!",2019-04-14,ENTERTAINMENT,Everyone,com.europosit.pixelcoloring,1834848,"I really love this app. I play it every day. But over time I noticed that it uses a lot of battery. Please fix that somehow? Also, please consider that not everyone lives in the northern hemisphere!",0,0,1,1
908922,PayPal Mobile Cash: Send and Request Money Fast,dianna white,02-Mar-19,5,Love it _ôÖ,2019-03-08,FINANCE,Everyone,com.paypal.android.p2pmobile,1495576,Love it ,0,0,0,1
54420,Samsung Health,esperanza morales,31-Mar-19,3,I love it but it needs more in food variety I can't find a lot of the food that I eat. home made and restaurants around me. I have to search online then add it to my app.,2019-04-21,FITNESS,Everyone,com.sec.android.app.shealth,75743,I love it but it needs more in food variety I can't find a lot of the food that I eat. home made and restaurants around me. I have to search online then add it to my app.,0,0,1,1
852281,Venmo Mobile Wallet: Send & Receive Money,TM Siddiqui,03-Mar-19,1,They don't allow you to use a google voice number.,2019-03-24,FINANCE,Everyone,com.venmo,1410013,They don't allow you to use a google voice number.,0,0,1,0
580794,"iHeartRadio - Free Music, Radio & Podcasts",Beefer24,27-Mar-19,5,LOVE IT ä_ä__ôÖ_ä_ä_,2019-04-21,AUDIO,Teen,com.clearchannel.iheartradio.controller,992654,LOVE IT ,0,0,0,1
920562,Credit Karma,Kinkead J,21-Mar-19,5,"very useful, gave detailed information on credit score and also recommended cards that had favorable odds of getting. was able to open my first card after years and improve my credit even more!!!",2019-03-24,FINANCE,Everyone,com.creditkarma.mobile,1514710,"very useful, gave detailed information on credit score and also recommended cards that had favorable odds of getting. was able to open my first card after years and improve my credit even more!!!",1,0,0,1
546735,Spotify - Music and Podcasts,Ryan Mann,24-Mar-19,1,Was a fantastic platform but new update renders it virtually unusable,2019-03-24,AUDIO,Teen,com.spotify.music,933432,Was a fantastic platform but new update renders it virtually unusable,0,1,0,1
1106284,"Pixel Art: Color by Number, Pixel Color(Pixel Pop)",r u f f a lengsss,20-Dec-18,5,This is a really good time waster.,2019-03-24,ENTERTAINMENT,Everyone,com.bongolight.pixelcoloring,1822046,This is a really good time waster.,0,0,0,1
